,index,annual_sharperatio,max_drawdown,carmarratio
1049,PBTS,-0.5434011033027324,0.8936633702584684,-0.9876102398460821
1050,PCB,2.0437545966015604,0.13006129025237156,7.81558247754874
1051,PCRX,-0.29463672861959467,0.38221091718897804,-0.5237738757109625
1052,PCSB,0.3966431450593173,0.11223279846777834,0.557562398805537
1053,PCTI,-0.38464921019598103,0.39202658544135316,-0.6852573481197981
1054,PCTY,0.44835291842851643,0.2799588713939737,0.39762713725383414
1055,PCVX,-0.01808881248267436,0.37041077605515527,-0.47212946385537113
1056,PDCO,-0.2805727671246456,0.23513295249086963,-0.6318223524894795
1057,PDD,-1.5269905069454028,0.7142642678649067,-1.0779515120271277
1058,PDFS,0.7740891188892493,0.28337640474957737,1.1462564748681752
